GeneID	Gene	GeneAliases	GeneType	GeneDescription	Pathways	Diseases
1440	CSF3	C17orf33|CSF3OS|GCSF	protein-coding	colony stimulating factor 3	hsa04060[Cytokine-cytokine receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa04630[Jak-STAT signaling pathway]&hsa04640[Hematopoietic cell lineage]&hsa04657[IL-17 signaling pathway]&hsa05144[Malaria]	hsa05144[Malaria]
1441	CSF3R	CD114|GCSFR|SCN7	protein-coding	colony stimulating factor 3 receptor	hsa04060[Cytokine-cytokine receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa04630[Jak-STAT signaling pathway]&hsa04640[Hematopoietic cell lineage]&hsa05200[Pathways in cancer]	hsa05200[Pathways in cancer]
144124	OR10A5	JCG6|OR10A1|OR11-403	protein-coding	olfactory receptor family 10 subfamily A member 5	hsa04740[Olfactory transduction]	.
144125	OR2AG1	OR11-79|OR2AG3	protein-coding	olfactory receptor family 2 subfamily AG member 1	hsa04740[Olfactory transduction]	.
144165	PRICKLE1	EPM1B|RILP	protein-coding	prickle planar cell polarity protein 1	hsa04310[Wnt signaling pathway]	.
144193	AMDHD1	HMFT1272	protein-coding	amidohydrolase domain containing 1	hsa00340[Histidine metabolism]&hsa01100[Metabolic pathways]	.
1442	CSH1	CS-1|CSA|CSMT|GHB3|PL|hCS-1|hCS-A	protein-coding	chorionic somatomammotropin hormone 1	hsa04060[Cytokine-cytokine receptor interaction]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa04630[Jak-STAT signaling pathway]&hsa04935[Growth hormone synthesis, secretion and action]	.
144245	ALG10B	ALG10|KCR1	protein-coding	ALG10 alpha-1,2-glucosyltransferase B	hsa00510[N-Glycan biosynthesis]&hsa01100[Metabolic pathways]	.
1443	CSH2	CS-2|CSB|GHB1|PL|hCS-B	protein-coding	chorionic somatomammotropin hormone 2	hsa04060[Cytokine-cytokine receptor interaction]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa04630[Jak-STAT signaling pathway]&hsa04935[Growth hormone synthesis, secretion and action]	.
1445	CSK	.	protein-coding	C-terminal Src kinase	hsa05120[Epithelial cell signaling in Helicobacter pylori infection]	hsa05120[Epithelial cell signaling in Helicobacter pylori infection]
1447	CSN2	CASB	protein-coding	casein beta	hsa04917[Prolactin signaling pathway]	.
144715	RAD9B	.	protein-coding	RAD9 checkpoint clamp component B	hsa04218[Cellular senescence]	.
144983	HNRNPA1L2	.	protein-coding	heterogeneous nuclear ribonucleoprotein A1 like 2	hsa03040[Spliceosome]	.
145173	B3GLCT	B3GALTL|B3GTL|B3Glc-T|Gal-T|beta3Glc-T	protein-coding	beta 3-glucosyltransferase	hsa00514[Other types of O-glycan biosynthesis]	.
1452	CSNK1A1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	protein-coding	casein kinase 1 alpha 1	hsa04310[Wnt signaling pathway]&hsa04340[Hedgehog signaling pathway]&hsa05010[Alzheimer disease]&hsa05165[Human papillomavirus infection]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]	hsa05010[Alzheimer disease]&hsa05165[Human papillomavirus infection]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]
145226	RDH12	LCA13|RP53|SDR7C2	protein-coding	retinol dehydrogenase 12	hsa00830[Retinol metabolism]&hsa01100[Metabolic pathways]	.
1453	CSNK1D	ASPS|CKI-delta|CKId|CKIdelta|FASPS2|HCKID	protein-coding	casein kinase 1 delta	hsa04340[Hedgehog signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04540[Gap junction]&hsa04710[Circadian rhythm]	.
1454	CSNK1E	CKIe|CKIepsilon|HCKIE	protein-coding	casein kinase 1 epsilon	hsa04068[FoxO signaling pathway]&hsa04310[Wnt signaling pathway]&hsa04340[Hedgehog signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04392[Hippo signaling pathway - multiple species]&hsa04710[Circadian rhythm]&hsa05010[Alzheimer disease]	hsa05010[Alzheimer disease]
1455	CSNK1G2	CK1g2	protein-coding	casein kinase 1 gamma 2	hsa04340[Hedgehog signaling pathway]	.
1456	CSNK1G3	CKI-gamma 3|CSNK1G3L	protein-coding	casein kinase 1 gamma 3	hsa04340[Hedgehog signaling pathway]	.
1457	CSNK2A1	CK2A1|CKII|Cka1|Cka2|OCNDS	protein-coding	casein kinase 2 alpha 1	hsa03008[Ribosome biogenesis in eukaryotes]&hsa04064[NF-kappa B signaling pathway]&hsa04137[Mitophagy - animal]&hsa04310[Wnt signaling pathway]&hsa04520[Adherens junction]&hsa05010[Alzheimer disease]&hsa05162[Measles]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa05010[Alzheimer disease]&hsa05162[Measles]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
1459	CSNK2A2	CK2A2|CK2alpha'|CSNK2A1	protein-coding	casein kinase 2 alpha 2	hsa03008[Ribosome biogenesis in eukaryotes]&hsa04064[NF-kappa B signaling pathway]&hsa04137[Mitophagy - animal]&hsa04310[Wnt signaling pathway]&hsa04520[Adherens junction]&hsa05010[Alzheimer disease]&hsa05162[Measles]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa05010[Alzheimer disease]&hsa05162[Measles]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
145957	NRG4	HRG4	protein-coding	neuregulin 4	hsa04012[ErbB signaling pathway]	.
146	ADRA1D	ADRA1|ADRA1A|ADRA1R|ALPHA1|DAR|dJ779E11.2	protein-coding	adrenoceptor alpha 1D	hsa04020[Calcium signaling pathway]&hsa04022[cGMP-PKG signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04261[Adrenergic signaling in cardiomyocytes]&hsa04270[Vascular smooth muscle contraction]&hsa04970[Salivary secretion]	.
1460	CSNK2B	CK2B|CK2N|CSK2B|Ckb1|Ckb2|G5A|POBINDS	protein-coding	casein kinase 2 beta	hsa03008[Ribosome biogenesis in eukaryotes]&hsa04064[NF-kappa B signaling pathway]&hsa04137[Mitophagy - animal]&hsa04310[Wnt signaling pathway]&hsa04520[Adherens junction]&hsa05010[Alzheimer disease]&hsa05162[Measles]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa05010[Alzheimer disease]&hsa05162[Measles]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
146198	ZFP90	FIK|NK10|ZNF756|zfp-90	protein-coding	ZFP90 zinc finger protein	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
1462	VCAN	CSPG2|ERVR|GHAP|PG-M|WGN|WGN1	protein-coding	versican	hsa04514[Cell adhesion molecules (CAMs)]	.
146227	BEAN1	BEAN|SCA31	protein-coding	brain expressed associated with NEDD4 1	hsa05017[Spinocerebellar ataxia]	hsa05017[Spinocerebellar ataxia]
146433	IL34	C16orf77|IL-34	protein-coding	interleukin 34	hsa04060[Cytokine-cytokine receptor interaction]&hsa04061[Viral protein interaction with cytokine and cytokine receptor]	.
146434	ZNF597	HIT-4	protein-coding	zinc finger protein 597	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
146540	ZNF785	ZNF688	protein-coding	zinc finger protein 785	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
146542	ZNF688	.	protein-coding	zinc finger protein 688	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
146664	MGAT5B	GnT-IX|GnT-VB	protein-coding	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	hsa00510[N-Glycan biosynthesis]&hsa00515[Mannose type O-glycan biosynthesis]&hsa01100[Metabolic pathways]	.
146754	DNAH2	DNAHC2|DNHD3	protein-coding	dynein axonemal heavy chain 2	hsa05016[Huntington disease]	hsa05016[Huntington disease]
1468	SLC25A10	DIC	protein-coding	solute carrier family 25 member 10	hsa04964[Proximal tubule bicarbonate reclamation]	.
146850	PIK3R6	C17orf38|HsT41028|p84 PIKAP|p87(PIKAP)|p87PIKAP	protein-coding	phosphoinositide-3-kinase regulatory subunit 6	hsa04022[cGMP-PKG signaling pathway]&hsa04062[Chemokine signaling pathway]&hsa04072[Phospholipase D signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04261[Adrenergic signaling in cardiomyocytes]&hsa04371[Apelin signaling pathway]&hsa04611[Platelet activation]&hsa04725[Cholinergic synapse]&hsa04921[Oxytocin signaling pathway]&hsa05145[Toxoplasmosis]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]	hsa05145[Toxoplasmosis]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]
1469	CST1	.	protein-coding	cystatin SN	hsa04970[Salivary secretion]	.
146956	EME1	MMS4L|SLX2A	protein-coding	essential meiotic structure-specific endonuclease 1	hsa03440[Homologous recombination]&hsa03460[Fanconi anemia pathway]	.
147	ADRA1B	ADRA1|ALPHA1BAR	protein-coding	adrenoceptor alpha 1B	hsa04020[Calcium signaling pathway]&hsa04022[cGMP-PKG signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04261[Adrenergic signaling in cardiomyocytes]&hsa04270[Vascular smooth muscle contraction]&hsa04970[Salivary secretion]	.
1470	CST2	.	protein-coding	cystatin SA	hsa04970[Salivary secretion]	.
1471	CST3	ARMD11|HEL-S-2	protein-coding	cystatin C	hsa04970[Salivary secretion]	.
147111	NOTUM	hNOTUM	protein-coding	notum, palmitoleoyl-protein carboxylesterase	hsa04310[Wnt signaling pathway]	.
147179	WIPF2	WICH|WIRE	protein-coding	WAS/WASL interacting protein family member 2	hsa04144[Endocytosis]&hsa05130[Pathogenic Escherichia coli infection]&hsa05135[Yersinia infection]	hsa05130[Pathogenic Escherichia coli infection]&hsa05135[Yersinia infection]
147183	KRT25	ARWH3|KRT24IRS1|KRT25A	protein-coding	keratin 25	hsa04915[Estrogen signaling pathway]&hsa05150[Staphylococcus aureus infection]	hsa05150[Staphylococcus aureus infection]
1472	CST4	.	protein-coding	cystatin S	hsa04970[Salivary secretion]	.
1473	CST5	.	protein-coding	cystatin D	hsa04970[Salivary secretion]	.
147657	ZNF480	.	protein-coding	zinc finger protein 480	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147658	ZNF534	KRBO3	protein-coding	zinc finger protein 534	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147686	ZNF418	.	protein-coding	zinc finger protein 418	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147687	ZNF417	.	protein-coding	zinc finger protein 417	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147694	ZNF548	.	protein-coding	zinc finger protein 548	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
1477	CSTF1	CstF-50|CstFp50	protein-coding	cleavage stimulation factor subunit 1	hsa03015[mRNA surveillance pathway]	.
147700	KLC3	KLC2|KLC2L|KLCt|KNS2B	protein-coding	kinesin light chain 3	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05132[Salmonella infection]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05132[Salmonella infection]
147741	ZNF560	.	protein-coding	zinc finger protein 560	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147746	HIPK4	.	protein-coding	homeodomain interacting protein kinase 4	hsa04218[Cellular senescence]	.
1478	CSTF2	CstF-64	protein-coding	cleavage stimulation factor subunit 2	hsa03015[mRNA surveillance pathway]	.
147837	ZNF563	.	protein-coding	zinc finger protein 563	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
1479	CSTF3	CSTF-77	protein-coding	cleavage stimulation factor subunit 3	hsa03015[mRNA surveillance pathway]	.
147923	ZNF420	APAK	protein-coding	zinc finger protein 420	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147929	ZNF565	.	protein-coding	zinc finger protein 565	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147945	NLRP4	CLR19.5|CT58|NALP4|PAN2|PYPAF4|RNH2	protein-coding	NLR family pyrin domain containing 4	hsa05130[Pathogenic Escherichia coli infection]&hsa05135[Yersinia infection]	hsa05130[Pathogenic Escherichia coli infection]&hsa05135[Yersinia infection]
147948	ZNF582	.	protein-coding	zinc finger protein 582	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
147949	ZNF583	.	protein-coding	zinc finger protein 583	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148	ADRA1A	ADRA1C|ADRA1L1|ALPHA1AAR	protein-coding	adrenoceptor alpha 1A	hsa04020[Calcium signaling pathway]&hsa04022[cGMP-PKG signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04152[AMPK signaling pathway]&hsa04261[Adrenergic signaling in cardiomyocytes]&hsa04270[Vascular smooth muscle contraction]&hsa04970[Salivary secretion]	.
148022	TICAM1	IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF	protein-coding	toll like receptor adaptor molecule 1	hsa04064[NF-kappa B signaling pathway]&hsa04217[Necroptosis]&hsa04620[Toll-like receptor signaling pathway]&hsa04621[NOD-like receptor signaling pathway]&hsa05133[Pertussis]&hsa05135[Yersinia infection]&hsa05142[Chagas disease (American trypanosomiasis)]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05168[Herpes simplex virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa05133[Pertussis]&hsa05135[Yersinia infection]&hsa05142[Chagas disease (American trypanosomiasis)]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05168[Herpes simplex virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
148103	ZNF599	.	protein-coding	zinc finger protein 599	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148156	ZNF558	.	protein-coding	zinc finger protein 558	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148198	ZNF98	F7175|ZNF739	protein-coding	zinc finger protein 98	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148206	ZNF714	.	protein-coding	zinc finger protein 714	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148254	ZNF555	.	protein-coding	zinc finger protein 555	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148266	ZNF569	ZAP1|ZNF|Zfp74	protein-coding	zinc finger protein 569	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148268	ZNF570	.	protein-coding	zinc finger protein 570	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
148327	CREB3L4	AIBZIP|ATCE1|CREB3|CREB4|JAL|hJAL	protein-coding	cAMP responsive element binding protein 3 like 4	hsa04022[cGMP-PKG signaling pathway]&hsa04024[cAMP signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04152[AMPK signaling pathway]&hsa04211[Longevity regulating pathway]&hsa04261[Adrenergic signaling in cardiomyocytes]&hsa04668[TNF signaling pathway]&hsa04714[Thermogenesis]&hsa04725[Cholinergic synapse]&hsa04728[Dopaminergic synapse]&hsa04911[Insulin secretion]&hsa04915[Estrogen signaling pathway]&hsa04916[Melanogenesis]&hsa04918[Thyroid hormone synthesis]&hsa04922[Glucagon signaling pathway]&hsa04925[Aldosterone synthesis and secretion]&hsa04926[Relaxin signaling pathway]&hsa04927[Cortisol synthesis and secretion]&hsa04928[Parathyroid hormone synthesis, secretion and action]&hsa04931[Insulin resistance]&hsa04934[Cushing syndrome]&hsa04935[Growth hormone synthesis, secretion and action]&hsa04962[Vasopressin-regulated water reabsorption]&hsa05016[Huntington disease]&hsa05030[Cocaine addiction]&hsa05031[Amphetamine addiction]&hsa05034[Alcoholism]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05203[Viral carcinogenesis]&hsa05215[Prostate cancer]	hsa04931[Insulin resistance]&hsa04934[Cushing syndrome]&hsa05016[Huntington disease]&hsa05030[Cocaine addiction]&hsa05031[Amphetamine addiction]&hsa05034[Alcoholism]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05203[Viral carcinogenesis]&hsa05215[Prostate cancer]
148581	UBE2U	.	protein-coding	ubiquitin conjugating enzyme E2 U	hsa04120[Ubiquitin mediated proteolysis]	.
1487	CTBP1	BARS|HADDTS	protein-coding	C-terminal binding protein 1	hsa04310[Wnt signaling pathway]&hsa04330[Notch signaling pathway]&hsa05200[Pathways in cancer]&hsa05220[Chronic myeloid leukemia]	hsa05200[Pathways in cancer]&hsa05220[Chronic myeloid leukemia]
148738	HJV	HFE2|HFE2A|JH|RGMC	protein-coding	hemojuvelin BMP co-receptor	hsa04350[TGF-beta signaling pathway]	.
148789	B3GALNT2	B3GalNAc-T2|MDDGA11	protein-coding	beta-1,3-N-acetylgalactosaminyltransferase 2	hsa00515[Mannose type O-glycan biosynthesis]&hsa01100[Metabolic pathways]	.
1488	CTBP2	.	protein-coding	C-terminal binding protein 2	hsa04310[Wnt signaling pathway]&hsa04330[Notch signaling pathway]&hsa05200[Pathways in cancer]&hsa05220[Chronic myeloid leukemia]	hsa05200[Pathways in cancer]&hsa05220[Chronic myeloid leukemia]
1489	CTF1	CT-1|CT1	protein-coding	cardiotrophin 1	hsa04060[Cytokine-cytokine receptor interaction]&hsa04630[Jak-STAT signaling pathway]	.
1490	CCN2	CTGF|HCS24|IGFBP8|NOV2	protein-coding	cellular communication network factor 2	hsa04371[Apelin signaling pathway]&hsa04390[Hippo signaling pathway]	.
1491	CTH	.	protein-coding	cystathionine gamma-lyase	hsa00260[Glycine, serine and threonine metabolism]&hsa00270[Cysteine and methionine metabolism]&hsa00450[Selenocompound metabolism]&hsa01100[Metabolic pathways]&hsa01230[Biosynthesis of amino acids]	.
149233	IL23R	.	protein-coding	interleukin 23 receptor	hsa04060[Cytokine-cytokine receptor interaction]&hsa04630[Jak-STAT signaling pathway]&hsa04659[Th17 cell differentiation]&hsa05200[Pathways in cancer]&hsa05321[Inflammatory bowel disease (IBD)]	hsa05200[Pathways in cancer]&hsa05321[Inflammatory bowel disease (IBD)]
1493	CTLA4	ALPS5|CD|CD152|CELIAC3|CTLA-4|GRD4|GSE|IDDM12	protein-coding	cytotoxic T-lymphocyte associated protein 4	hsa04514[Cell adhesion molecules (CAMs)]&hsa04660[T cell receptor signaling pathway]&hsa05320[Autoimmune thyroid disease]&hsa05323[Rheumatoid arthritis]	hsa05320[Autoimmune thyroid disease]&hsa05323[Rheumatoid arthritis]
149461	CLDN19	HOMG5	protein-coding	claudin 19	hsa04514[Cell adhesion molecules (CAMs)]&hsa04530[Tight junction]&hsa04670[Leukocyte transendothelial migration]&hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]	hsa05130[Pathogenic Escherichia coli infection]&hsa05160[Hepatitis C]
1495	CTNNA1	CAP102|MDPT2	protein-coding	catenin alpha 1	hsa04390[Hippo signaling pathway]&hsa04520[Adherens junction]&hsa04670[Leukocyte transendothelial migration]&hsa05100[Bacterial invasion of epithelial cells]&hsa05200[Pathways in cancer]&hsa05213[Endometrial cancer]&hsa05226[Gastric cancer]&hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]	hsa05100[Bacterial invasion of epithelial cells]&hsa05200[Pathways in cancer]&hsa05213[Endometrial cancer]&hsa05226[Gastric cancer]&hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]
1496	CTNNA2	CAP-R|CAPR|CDCBM9|CT114|CTNR	protein-coding	catenin alpha 2	hsa04390[Hippo signaling pathway]&hsa04520[Adherens junction]&hsa04670[Leukocyte transendothelial migration]&hsa05100[Bacterial invasion of epithelial cells]&hsa05200[Pathways in cancer]&hsa05213[Endometrial cancer]&hsa05226[Gastric cancer]&hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]	hsa05100[Bacterial invasion of epithelial cells]&hsa05200[Pathways in cancer]&hsa05213[Endometrial cancer]&hsa05226[Gastric cancer]&hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]
1497	CTNS	CTNS-LSB|PQLC4|SLC66A4	protein-coding	cystinosin, lysosomal cystine transporter	hsa04142[Lysosome]	.
1499	CTNNB1	CTNNB|EVR7|MRD19|NEDSDV|armadillo	protein-coding	catenin beta 1	hsa04015[Rap1 signaling pathway]&hsa04310[Wnt signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04510[Focal adhesion]&hsa04520[Adherens junction]&hsa04550[Signaling pathways regulating pluripotency of stem cells]&hsa04670[Leukocyte transendothelial migration]&hsa04916[Melanogenesis]&hsa04919[Thyroid hormone signaling pathway]&hsa04934[Cushing syndrome]&hsa05010[Alzheimer disease]&hsa05100[Bacterial invasion of epithelial cells]&hsa05132[Salmonella infection]&hsa05160[Hepatitis C]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]&hsa05210[Colorectal cancer]&hsa05213[Endometrial cancer]&hsa05215[Prostate cancer]&hsa05216[Thyroid cancer]&hsa05217[Basal cell carcinoma]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]&hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]&hsa05418[Fluid shear stress and atherosclerosis]	hsa04934[Cushing syndrome]&hsa05010[Alzheimer disease]&hsa05100[Bacterial invasion of epithelial cells]&hsa05132[Salmonella infection]&hsa05160[Hepatitis C]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]&hsa05210[Colorectal cancer]&hsa05213[Endometrial cancer]&hsa05215[Prostate cancer]&hsa05216[Thyroid cancer]&hsa05217[Basal cell carcinoma]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]&hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]&hsa05418[Fluid shear stress and atherosclerosis]
